,Tweet,Suicide
956,morning everyone.,not suicide post
957,"RT @hanniepower: Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. Fâ¦",potential suicide post
958,@T_sos2 9 tails or not if he wanted to kill him heâd be dead. Itachi couldâve killed him but he didnât want to...idâ¦ https://t.co/ndYXd8jgBu,potential suicide post
959,RT @Gorb_FanClub: Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,not suicide post
960,I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,not suicide post
961,"Awake....hopin my big brother gots time 4 me 2day, just a lil bit atleast. Yay but Katelyn might come up to hang with me",not suicide post
962,RT @Bob41Dylan: Happy birthday to the legendary Neil Young! He turns 73 today! https://t.co/E5DRjzKM6i,not suicide post
963,"RT @darkles_sparkle: @GameOfThrones ""My name is Arya Stark. I want you to know that. The last thing youâre ever going to see is a Stark smiâ¦",potential suicide post
964,"@marijamilovanov oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",not suicide post
965,@ImWendy lol - yeah they can be loud so depends where your dryer is but they do get rid of the static - very sneaky bout the dog lolx,not suicide post
966,somebody just fucking kill me please,potential suicide post
967,@FuckenJew Too shy for that. Plus he already stole my brain in my sleep.,not suicide post
968,@Linc4Justice nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones,not suicide post
969,@mileycyrus yess I do ! and im in boston for a college fair and not school hahaa,not suicide post
970,@mikebairos we don't have tix just going to attend festivities,not suicide post
971,happy birthdaaaaayyy bebe @noveloraineee ðgodbless youuu,not suicide post
972,@darkmagique O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish? Jaaaaaah ! Lolm !,not suicide post
974,I literally hate myself for reading this damn book,potential suicide post
975,@FortniteGame Better be adding bouncers back then. No way yâall are dumb enough to add this big a game change thenâ¦ https://t.co/2GGc72XP5a,potential suicide post
976,RT @VRachal33: I swear to move forward or get ahead in life,not suicide post
977,@intelligensia And a following four day week,not suicide post
978,@JosephSadowitz @trs63 @forensicpathmd @drjudymelinek @NRA I donât want your guns. Seriously. Iâm not sure who doesâ¦ https://t.co/1JZiyqovSd,potential suicide post
979,"@sallyinnorfolk awww, you'll have to use Twitter for company",not suicide post
980,@espiral08 we're coming back on sunday or monday!,not suicide post
981,i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,not suicide post
982,in the process of making doll no. 2 and it's looking heaps better and cuter,not suicide post
983,"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",potential suicide post
984,i cant wait to get this damn nose job so i can take new selfies 'cause i hate every single picture of myself includâ¦ https://t.co/86DCY27jXT,potential suicide post
985,"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",not suicide post
986,@thirdsectorlab Greetings.,not suicide post
987,@7anno he is a son of one of my friends,not suicide post
988,f&amp;@k the weather!! I'm in Paris! Let's go have a beautiful day,not suicide post
989,Iâm such a. Disgusting disappointment Iâve gotten visibly fatter my cheeks are puffy and my stomach has actually deâ¦ https://t.co/pzeLi6sSIH,potential suicide post
990,RT @RICHSOLEEK: Iâm happy I ainât the same person I was last year.,not suicide post
991,almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,potential suicide post
992,i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine ,potential suicide post
993,@paulhuse ouch,not suicide post
994,gonna go cut up some chickeeeen,not suicide post
995,@tarik653 I didn't want to think about it.,not suicide post
996,"@Jane_rodriguezz,Cotulla, TX  //  Lacoste, TX,RT @jaemverse: i just dont want to be here anymore",potential suicide post
998,JUST FUCKIN KILL ME,potential suicide post
999,@Bhavika looks like u found all the beer,not suicide post
1000,i just want to have a friend or a group of friends that dont leave me out,potential suicide post
1001,@jyl_MomIF LoL today any woman who can handle 7 kids inspires me #inspire,not suicide post
1002,#smallbizz #entrepreneur #entrepreneurlifestyle https://t.co/dEHV7DED58,potential suicide post
1003,"RT @milatorres170: I never had to do the most , throw shade or hate. I can be quiet and bitches still want me dead. Thatâs pure Hate and Iâ¦",potential suicide post
1004,"RT @Sal929: @WyattEarpLA Iâm actually tired of this!!! Itâs like living in a home where the troubled, deceitful child always wins! Itâs notâ¦",potential suicide post
1005,Good morning! The sun is shining and I am going to the beach with a few bff's. See later when I am all tan.,not suicide post
1006,RT @palestinianho: patient: i hate myself and i want to die,potential suicide post
1007,But God does not only want us to be HAPPY; He wants us to be good.,not suicide post
1009,"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",potential suicide post
1010,@tonytay113 hi thanks for the follow! did you finish fob trail?,not suicide post
1011,I donât want them to come for my account. Literally the only thing keeping me through the miserable existence thatâ¦ https://t.co/XJF6MP8fJ7,potential suicide post
1012,RT @juicymarilee: i am such a loving and caring person,not suicide post
1014,"@nminers Wherever the day takes us! On route to Youlgreave at mo, sun is waking up!",not suicide post
1015,my sleep was disturbed. i am looking to end a career today,not suicide post
1016,"@joshuawhite well, you do spend enough time there that you may as well subsidize your habit.",not suicide post
1018,Tired of living day by day like everythingâs alright,potential suicide post
1019,I just want to protect you...,not suicide post
1020,We had a visit from our lovely zone head today .... nice,not suicide post
1021,We were tired from the concert so we ate noodles instead. After weâd eaten Emily saw photos that the restaurant hasâ¦ https://t.co/uqI5KXdJD6,potential suicide post
1022,RT @HanaMichels: I just found a suicide note (I'm fine) I wrote in April. Seems like my dates were wrong! This year. NBC commentators keepâ¦,potential suicide post
1023,@MrsZee Go you,not suicide post
1024,"Fast &amp; Furious: New Model, Original Parts a really good film",not suicide post
1025,Ecstatic that Wal-Mart now carries Sambazon!!!,not suicide post
1026,i was assigned to sit next to the most awesome student in my class (Y) hahaha,not suicide post
1027,"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing andâ¦",not suicide post
1028,#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,not suicide post
1029,"@joyreaper @WolfensPride @BreitbartNews No doubt the Obamaâ fostered hate, division, chaos and anarchy! They are thâ¦ https://t.co/x5ch7odIZ9",potential suicide post
1030,"@SuccessorLuke,,I donât wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",potential suicide post
1031,"@kingxhesh,,just fucking kill me already i dont want to be here anymore",potential suicide post
1032,"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",potential suicide post
1033,Thinking of a hamsty bank account. That's a good idea to save. (^.^),not suicide post
1034,"@saulashby I really like the photo. Nice interview, too",not suicide post
1035,i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die ,potential suicide post
1036,But I know you want to hear about my examinations.,not suicide post
1037,feeling numb hate my job i hate waking up everyday i feel nothing feel like i am on autopilot i got dumped 3 months ago almost from a 4 year relationship nothing cheers me up anymore my parents are in another state so i just can t go see them whenever i want i don t know if i could actually end it myself but i do dream of other ways like a car hitting me and killing me instantly i sometimes think of just taking a bunch of pills and letting that be it ,potential suicide post
1038,Got a &quot;thing&quot; for doctor chics.,not suicide post
1039,"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",potential suicide post
1040,@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,potential suicide post
1041,@yahoops thanks David,not suicide post
1042,he didn't want her to go out with other man,not suicide post
1043,Cut my wrist and black my eeeeeyes,potential suicide post
1044,Happieee birthday to our anni #AarthiSivaKarthikeyan ðð,not suicide post
1045,Hate the fact that Iâm damn near forced to figure everything out by myself but it must be done,potential suicide post
1046,"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",not suicide post
1047,@gypsytrading,not suicide post
1048,"@im2byteme I'm all for the Fair Tax, or Bush's deficit back. Something!",not suicide post
1049,"@KellyNg With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on",not suicide post
1052,MEGA MONSTER MUNCH,not suicide post
1053,I can just imagine how much of that Howard would want to know.,not suicide post
1054,God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,not suicide post
1055,i don't want to be here anymore,potential suicide post
1056,"Noticed something interesting about this emoticon: vs D: Totally different emotions, only difference is the placement of the eyes...",not suicide post
1057,May you live every day of your life: Jonathan Swift,not suicide post
1058,"@derekmusial,,@landonb94 @KidsSeeGhoats ok hold on, how can these numbers not be correct anymore if the video is two weeks old...? strength of schedule and record dont change too much in two weeks. and if yall dont care about top 4 why are you here? won your division, overranked to begin with, what else you want?",potential suicide post
1059,RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,not suicide post
1060,"i'm tired of everything, pls so i want to die.",potential suicide post
1061,"@hortovanyi The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right",not suicide post
1062,"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh...",not suicide post
1063,just chillin =P i mean holidays.. nothing to do.. silence.. only me.. *haha* finally my relaxing time.. with a book typical for me!! &lt;3,not suicide post
1064,Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,not suicide post
1065,RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,not suicide post
1066,@Target I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,not suicide post
1067,@DonnieWahlberg Lucky for me I'm going to see that show in NY I hope that you will bring it to Europe too in the fall. I'll be there too,not suicide post
1068,"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",not suicide post
1069,"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",potential suicide post
1070,yea Iâm tired of living by myself ð­,potential suicide post
1072,@philthatremains totally jst started blasting ATR at 10am dude. My mom is gonna kill me. BUT WHO CARES!,not suicide post
1073,"@SkylerTinney00,Graham, TX,RT @lilbluezcluez: i dont want to be here anymore",potential suicide post
1074,Tim Fischer was on to talk about his love for his family and hisâ¦,not suicide post
1075,All I want rn is to get home and take a fucking shower and die,potential suicide post
1076,"@Kaschua no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome.",not suicide post
1077,RT @TheOceaneOpz: I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 games thâ¦,potential suicide post
1078,hello new follwers,not suicide post
1079,"Oops again, its t w i t t e r....",not suicide post
1080,"Man I want Sancho to succeed here so badly. He’s a superstar, just needs to believe it again",not suicide post
1082,@Thehodge that is pretty awesome! it makes me want a smart car now! (and a cup of tea),not suicide post
1083,"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",not suicide post
1084,@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,not suicide post
1085,YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,potential suicide post
1086,"late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3",not suicide post
1088,#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,not suicide post
1089,Our plans are coming together nicely! I am very happy indeed today,not suicide post
1090,"is laughing , i cant believe flea attacks dougie xx",not suicide post
1091,some people tweets a lot.ThatÃ¯Â¿Â½s cool...I guess,not suicide post
1092,@starrymilkteaa WOW I AM ADDING THAY TO MY LIST OF SHIT TO LISTEN TO WHEN I WANT TO DIE,potential suicide post
1093,"@therealRC12,,Honestly I dont want to be here anymore....",potential suicide post
1094,my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop ,potential suicide post
1095,"When I die, I want to have a closed casket service at my memorial. Then I want them to play âPop Goes The Weaselâ aâ¦ https://t.co/C4bKrK029g",potential suicide post
1096,Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong,not suicide post
1097,maybe i hate myself,potential suicide post
1098,Iâm tired of living the regular life ð¤£,potential suicide post
1099,RT @Yaanayanaa: Iâm tired of living like thisð,potential suicide post
1100,@thefreerpgblog Glad you enjoyed it!,not suicide post
1101,"To no one: I'm not fucking okay, stop asking me if I am. Stop asking me what's wrong. If I knew then I'd fucking saâ¦ https://t.co/iIXwUtp35x",potential suicide post
1102,"@mikedignammusic hey, your stuff's quite good can you get it on itunes?",not suicide post
1103,"If you want to win, first you need to understand the game that you’re playing.",not suicide post
1105,@willconley777 Thanks for helping share the PostRank love.,not suicide post
1106,"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg",not suicide post
1107,#spbpuk we've got a snorer in the IT Pro track! Really it's quite interesting,not suicide post
1109,@ravogd my weird dreams are a part of my life now and make me who i am xxxxxxxxx,not suicide post
1110,tired of living this lonely life,potential suicide post
1111,@helicon: that is opt-in DM invites!,not suicide post
1112,"He:I knew that even if I reached my dream, it could not be everything. I love you. I was sick that we could get tirâ¦ https://t.co/Vg9o3u1JZh",potential suicide post
1113,"Good morning, everyone! I hope you have a great start to the day! *raises cup of coffee*",not suicide post
1114,@LukesMummy He was a very good boy. He looks even cuter now. If such a thing were possible.,not suicide post
1115,i want to kill him,not suicide post
1116,Appreciate and be grateful for every given moment and live your life with love + joy #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,not suicide post
1117,"i'm fucking tired of people's tweet today omg stop treating romance like it revolves around everything, you won't dâ¦ https://t.co/nNvLE2ehr5",potential suicide post
1118,@micheal25 Have a great day back at ya,not suicide post
1119,@R1B Too bad. Make it a good show,not suicide post
1120,The jobs front doesnt look so bleak today !!,not suicide post
1121,My work schedule for next week makes me want to DIE Iâm not ready,potential suicide post
1122,@JamesRandom ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,not suicide post
1123,RT @goghsreddevils: @bosco_dumpling @CoachLanter @Cam3ronmb @Gtownfootball1 Congratulations to Coach Lanter for winning his first career gaâ¦,not suicide post
1124,"RT @shxxyellowbin: Oh my heart hurts so good. I love you babe, so bad. @ikon_shxxbi https://t.co/aH5aObf60j",not suicide post
1125,"@lilbluezcluez,crawling out of hell,i dont want to be here anymore",potential suicide post
1126,sbux is exclusively playing rostam and beck i am loving it,not suicide post
1127,Off work. Resisting the urge to go home and just fucking sleep forever tbh.,potential suicide post
1128,@alexakesson follow @hedge_funds,not suicide post
1129,"@julienviet the fluider an interface, the better, regardless of the purpose",not suicide post
1130,@beijingboyce Who is @Maotai? I like Maotai spirit very much!,not suicide post
1131,IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,potential suicide post
1132,@stbalkcom do u know ur joe is on here now?,not suicide post
1133,now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,not suicide post
1134,"@meedee64 Coooeee, How's your day been",not suicide post
1135,"I don't care how frightening it will be, I want to go ahead.",not suicide post
1136,@shotdown i like the picture,not suicide post
1137,i just rlly cant wait for all old white ppl to fuckijg die out !!!! im so tired of gen x &amp; y and baby boomers literâ¦ https://t.co/ucZdBw2WHv,potential suicide post
1138,"Home. Had uni today, got results back :HD, YEHHH! Its been 3 yrs, why am i always thinking of the wat ifs?",not suicide post
1139,can i move out already im tired of living with this old hag,potential suicide post
1140,"okay but lets be real, why am I really still here ? Iâm nothing but an annoying ass, useless, talentless person canâ¦ https://t.co/znSHgBu1JZ",potential suicide post
1141,"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",not suicide post
1143,"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",potential suicide post
1144,all influencers want to be comedians and all comedians want to be dead.,potential suicide post
1145,RT @WeLoveDara: [CAP] Joross Gamboa greets her a happy birthday in her IG Live! ð https://t.co/sHwHEJb0vr,not suicide post
1146,Showcase Quick @ VIP room on Thursday,not suicide post
1147,"@Silverlines will keep that in mind, thank you for the tips!",not suicide post
1148,because of you-Reba Mcentire &amp; Kelly Clarkson,not suicide post
1149,RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if yâallâ¦,potential suicide post
1150,Casual Tuesday again for train bf...he sat next to me today!! This has to mean I'm going to have a good day,not suicide post
1151,@djroxc Welcome to Twitter!!,not suicide post
1152,@louisepb You've come to the right place. I own an office interiors company! How big would you like your desk?,not suicide post
1153,"I work hard Ê°áµ Ê·áµÊ³áµË¢ Ê°áµÊ³áµ every day of my life I work 'til I ache in my bones, at the end á´¬áµ áµá´´á´± á´±á´ºá´° á´¼á¶  áµá´´á´± á´°á´¬á´¬á´¬á´¬á´¬á´¬â¦ https://t.co/T8btgG2HTl",potential suicide post
1154,Going to the toilet cause I have to take a leak for over an hour now.,not suicide post
1155,RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,not suicide post
1156,So cut my wrist and black my eyes,potential suicide post
1157,"RT @missmabh: I'm in desperate need of a kidney transplant &amp; need a matching live donor, I'm actually at the end of the road now so need onâ¦",potential suicide post
1158,RT @BijinChihiro: 11æ11æ¥ ð¹#BLACKCOVE ðð¬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #â¦,potential suicide post
1159,Millwall v Blackburn travel purchased for live on Sky sports selection. Cant wait to go to the game with value!,potential suicide post
1160,"RT @yoonkittys: Happy birthday to my ride or die. I hope you have the best 21st birthday ever I love you so much! Hope you love this, it waâ¦",not suicide post
1161,"Morning, Just watching 90210 from last night. Waiting for a text from my friend!",not suicide post
1162,@gimmethefife No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,not suicide post
1163,"sooo cool thanks so much, our stuff just shipped so I should have soon. your the best",not suicide post
1164,me: âoh my god i want to fuckin die i hate myself im so lonelyâ,potential suicide post
1165,"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot; , please reply",not suicide post
1166,@coy0te Good morning! Feeling happier today?,not suicide post
1167,"@Renee3 would I strive for anything but perfection? Come on, I thought you knew me better than that.",not suicide post
1168,I fucking get it that Iâm almost done with the semester but I feel like itâs too much shit I have to do. I feel likâ¦ https://t.co/rmKzCdSSNI,potential suicide post
1169,If you want us to believe you want to be an American it would make sense to learn English in less than 20 years. Otâ¦ https://t.co/mamOa6vKqz,potential suicide post
1170,@Leela89 was that reply to me or yourself? XD I wouldn't say you make many mistakes,not suicide post
1171,i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,potential suicide post
1172,And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry',not suicide post
1173,AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,potential suicide post
1174,@Da_Funk welcome bro!,not suicide post
1175,"@TomFelton Oh, we have &quot;Antiques Roadshow.&quot; It is strangely addictive. It's kind of funny when people find out their junk is worthless",not suicide post
1176,@iwoosh i think ive run out of jack bauer jokes or Paul O'Connell ones too,not suicide post
1178,When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that!,not suicide post
1179,Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,not suicide post
1180,@xroldx narrated by Dave Smalley.....my hero....this cannot go wrong,not suicide post
1181,the only thing keeping me alive is gone i guess i could as well kill myself now,potential suicide post
1182,"@MovinThatGearUp,Badlands/Smash Manor,@UltimxteCreator i guess",potential suicide post
1183,"My idea of hell would be if there were a heaven, i mean i really want to be dead one time..",potential suicide post
1184,@mark_uk_ne We know we don't have a Queen.,not suicide post
1185,aj really not wwe champ anymore... I want to die,potential suicide post
1186,RT @amyadamsnose: please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,potential suicide post
1187,"@beelarge ohhhhh um I hope mine comes sooooooooooooooooooon! Does it look goog, give it ere lemme hav a look!",not suicide post
1188,whoever replied i cant see it but just kno i said what i said and go see aquaman directed by james wan on dec 21 https://t.co/G1lMtPk12l,potential suicide post
1189,"@Corning_Futures yo, I live in Jacksonville lets do lunch",not suicide post
1190,@sophistifunk aye,not suicide post
1191,My grandpas wrist is bleeding really bad he cut it on accident ð©,potential suicide post
1192,"@jasongaunt Yeah, lots of potential. I think they've been working on their own iPhone app for months now How are you mate? Been a while!",not suicide post
1193,RT @BigDaddyJ_WWR: Congratulations on your #WWE Championship win #DanielBryan and the heel turn but youâre going to need more than luck forâ¦,not suicide post
1194,@hodakotb celebrate my bday on klg's anniversary bday shout out! can't wait to watch!,not suicide post
1195,my is school comtuper chat makeing,not suicide post
1196,its crazy cause i shut myself out on two ppl i been down w. soo long ð¯ and ik i love them to death and i would probâ¦,potential suicide post
1197,Damn I forgot that Spyro has a midnight release and I literally drove past GameStop I hate myself,potential suicide post
1198,New Hip album today. Mine arrives in vinyl next week,not suicide post
1199,I'm sitting in Burger King with my whopper on the table in front of me,not suicide post
1200,@DarynKagan good afternoon from my part of world - Abu Dhabi (+4.00 GMT),not suicide post
1201,I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 gaâ¦ https://t.co/hKPPloS2WZ,potential suicide post
1202,@Lerae143 you didn't get the memo because when I told you .. You were most likely INTOXICATED. Not my problem.. But you're welcome,not suicide post
1203,"@holyschmoke fingers are firmly crossed for you, any advice, give me a shout",not suicide post
1204,I donât want to go back to school rn. I donât want to drive there. I donât want to do this stupid project. I just wâ¦ https://t.co/7TpsU7S7QH,potential suicide post
1205,"@LoliThicc,Northen ireland,Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore...",potential suicide post
1206,@alancostello Thats on GH3! Send it later?? since you completley missed Fridays lyrics ;),not suicide post
1207,thinks she found a good group to help her refocus,not suicide post
1208,Had a good start today!,not suicide post
1209,Just got out of the film. Had some giggles I &lt;3 Colbert!,not suicide post
1210,"@marcammann yah, hope so btw. if you want to, we could do dinner this thursday",not suicide post
1211,#twinelis = wine + food + nice people having fun Today at 7pm at DeliDelux,not suicide post
1212,@SonjaNorwood I see you are a fast learner LOL You went to no messages to a few pages full in just one night! Go head Ms Sonya!,not suicide post
1213,"styling hunting today in Brick Lane and West End later on today, and I need to get a Canon 50mm f/1.8 lens at Jacobs",not suicide post
1214,@GIFTUSEEME ::::thAs goOd...i ThInk i MigHt Go HaVe fuN too,not suicide post
1215,I tried to be good and not buy food but i dead ass want chipotleâs chicken and rice rn,potential suicide post
1216,@acummings Watching my figured this AM so no Maple frosted today. Just the delicious DD coffee!,not suicide post
1217,I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,not suicide post
1218,generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,potential suicide post
1219,@nikki_knebs Congrats. Hopefully we will be seeing you in the fall.,not suicide post
1220,â¡sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking upâ¦ https://t.co/uSJJTGfjeR,potential suicide post
1221,@katahay i adore your music. you are extremely talented,not suicide post
1222,@nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popupâ¦ https://t.co/mlXvJZIeLj,potential suicide post
1223,Paxton fans keep up the good work ! This young lady is really talented,not suicide post
1224,Damn my FBI agent must hate me. I saw this as soon as i asked myself âwhy are you always tired?â.. https://t.co/vTORJSqCx3,potential suicide post
1225,"is kicking back with a beer and watching, of all things, a tacky chick flick...eh....we gotta do it now and then",not suicide post
1226,"The rapper LÃ¡zaro Leonado Rodriguez Betancul, best known for Viva Cuba free or pupito. This detainee in the area ofâ¦ https://t.co/oeWHow0l5a",not suicide post
1227,"@justinhayward pardon was just a little ad IÃ¯Â¿Â½m currently testing twitter a bit, didnÃ¯Â¿Â½t want to confuse anyone!",not suicide post
1228,@JayGee101 Glad to hear it! Im ok thanx,not suicide post
1229,I hate myself so much,potential suicide post
1230,"@MaranePlaza: Glad you enjoyed your first day, frend",not suicide post
1231,He is tired.,not suicide post
1232,"Good Morning! With apologies to my MState friends, all I have to say is Woohoo! Tar Nation! Better luck next year, boys!",not suicide post
1233,@thepatr1ck How did the interviewing go today? Did she get your seal of approval?,not suicide post
1234,@redrobinrockn yes...but today daddy has them! i'm out for the day to work,not suicide post
1235,@bob_saget Hey Remember me! I watched your car so you wouldnt get a ticket after Minskeys. You're still fabulous.,not suicide post
1236,"@tommcfly do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy",not suicide post
1237,might go out and see marble today,not suicide post
1238,at this point i dont even mind the pain i just want out of life,potential suicide post
1239,"@arabsodmg www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",not suicide post
1240,"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",potential suicide post
1241,"@niinabaniina,Texasâï¸ Arizona ,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literallyâ¦",potential suicide post
1242,@WarcraftDevs  can u do something about demo holy fucking SHIT its been months without ANYTHING done do u not realiâ¦ https://t.co/g4m6reGxUg,potential suicide post
1243,@acummings We have the location updated on the Dakno blog. Always looking out for the REBC peeps! #REBCPHL,not suicide post
1244,school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,potential suicide post
1245,"Well, do you want me to come back home?",not suicide post
1246,"@kellyhopper372,Florida, USA,https://t.co/5tsIoklInt. ""Waiting for the End"" Please Chester let me come with you up in heaven! I dont want to fight this anymore. Nobody cares here so why bother",potential suicide post
1247,"@raina Oh, I can understand why you would want to deceive people, I just don't understand how you can involve your family in such a thing &ndash; especially Tammy!",not suicide post
1248,"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys",not suicide post
1249,@tommcfly i wouldnÃ¯Â¿Â½t say &quot;the best books ever written&quot; but they are quite close though i was a bit disappointed about the 7th,not suicide post
1250,I hope God takes me soon. I legit am tired of living and really just wanna die. I feel like crying for everything lâ¦ https://t.co/hmnfAKgolY,potential suicide post
1251,@escribitionist i didn't want to eat other's foodd!!! dun make me sound so bad lah! i just have another crave for food...that's all,not suicide post
1252,@RLN49 Too funny!,not suicide post
1253,"@JCred yeah, I thought HOllywood was teaching us to be GREEN, and now the top movie is about really really powerful CARS? going FAST?",not suicide post
1254,RT @PrincessSGB: I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday! #WhyUMad,not suicide post
1255,thanks for the welcome Mark!!,not suicide post
